day,event_id,machine_partno,machine,problem,fixed_by,fix_detail,issue_dt,finish_dt
16,BNS181605240824,M13105,BNS18,ตัวรีด FE ไม่ดี,็H355622,Setter เปลี่ยน rubber core rolling down ใหม่,2024-05-16 08:24:42,2024-05-16 08:30:00
17,PAP21A1705240743,M18201,PAP21A,รีดแล้ว Nc2 เลื่อย,็H355622,Setter เปลี่ยน rubber core rolling down ใหม่,2024-05-17 07:43:51,2024-05-17 08:00:00
31,BNS210102230216,M08201,BNS21,เบ่งยางไม่ได้ ค้าง,H355773,setter4 แก้ไข,2023-02-01 02:16:57,2023-02-01 04:00:00
31,BNS210102230219,M08201,BNS21,เบ่งยางไม่ได้ ค้าง,H355773,setter4 แก้ไข,2023-02-01 02:19:09,2023-02-01 04:00:00
7,BNS210707231854,M15103,BNS21,ต้องกด ReStart ทุกครั้งก่อนเข้า Summit ปลอก,H353350,Setting ใน parameter ให้ใหม่จาก 1 เป็น 0 ครับ,2023-07-07 18:54:58,2023-07-07 19:00:00
30,BNS213003231929,M18201,BNS21,BDR ไม่ตัดเอง,H353350,Setting ตัว check start point BDR ใหม่ครับ,2023-03-30 19:29:00,2023-03-30 20:50:00
9,PAP200905221446,M08301,PAP20,xxxxxx,sdsda,sfgjjlks,2022-05-09 14:46:08,2022-05-09 14:56:00
12,B71203252131,,B7,เปลี่ยนsize,h354217,"size chage 714 ข้ามขอบ8""",2025-03-12 21:31:29,2025-03-12 04:00:00
20,B22002251151,,B2,เปลียน Size 661 เป็น116,h354217,size change 116,2025-02-20 11:51:07,2025-02-20 12:21:00
9,B70906251834,,B7,Bead ข้างซ้าย ตีไม่ติด,H355773,Slander finger รั่วด้านAR,2025-06-09 18:34:24,2025-06-09 18:50:00
25,B62502231529,,B6,Bead ข้างขวาตีไม่ติด,้h354217,slander รั่ว แจ้งsetter4,2023-02-25 15:29:25,2023-02-25 16:25:00
22,BNS142202242040,M08201,BNS14,เปลี่ยนผ้าซอกใหม่,H355773,Sock MSB ชำรุด เปลี่ยนใหม่2ข้าว,2024-02-22 20:40:58,2024-02-22 21:00:00
7,TCSM120702230922,M01103,TCSM12,เปลี่ยนผ้า  ช็อค,H355773,Sock ขาด เปลี่ยนให้ใหม่,2023-02-07 09:22:20,2023-02-07 09:45:00
8,TCSM130807261607,M42202,TCSM13,เปลี่ยนผ้า sock ใหม่,H353362,Sock ชำรุด เปลี่ยน sock ใหม่,2026-07-08 16:07:09,2026-07-08 16:20:00
2,BNS180211230816,M19001,BNS18,GCS OFF Center,H355773,Sock ยืด change sock +ปรับใบมีดgcs AR,2023-11-02 08:16:51,2023-11-02 08:40:00
15,TCSM171507241955,M20101,TCSM17,ผ้า Sock  ชำรุด,H355773,Sockรอก Change Sock,2024-07-15 19:55:52,2024-07-15 20:05:00
10,B11012251315,,B1,Drum ชำรุด,H353362,Spacer drum หลวม ขันล็อคให้ใหม่,2025-12-10 13:15:43,2025-12-10 13:35:00
13,B71312241233,,B7,drumชำรุด,H355773,Spacerหลุด ใส่ใหัใหม่,2024-12-13 12:33:55,2024-12-13 13:20:00
5,PAP170603260557,M18801,PAP17,Spronron RICหมุนไม่ได้,H353362,Spocket ตึงโซ่ไม่หมุน  ถอดออกมาหล่อลืนจาระบีใหม่,2026-03-06 05:57:23,2026-03-06 06:30:00
22,TCSM172302260226,M05102,TCSM17,centerpart เกย,้h354217,spring center part ขาด /เปลี่ยนspring ใหม่,2026-02-23 02:26:18,2026-02-23 03:00:00
9,PAP200901231250,M19001,PAP20,QO follow PAP20,H353350+H355622 T,Start up M19001,2023-01-09 12:50:34,2023-01-09 16:00:00
4,TCSM170409242041,M18801,TCSM17,ขา stopper cenperpart หัก,H355773,Stopper  centerpart คายตัว แต่ไม่เกี่ยวกับstepรีด  พบFault DXY ทำให้เครื่องค้าง manul  เอายางออกไม่ได้ แจ้ง sec4 แก้ไข,2024-09-04 20:41:46,2024-09-04 21:00:00
30,TCSM173010220940,M20101,TCSM17,ขาCenTranPakหัก,h354217,stopper Cebter part ขาด -ทำการเปลี่ยนstopper ใหม่ให้OK,2022-10-30 09:40:54,2022-10-30 11:00:00
24,RZB32406260826,M18801,RZB3,ตุ๊ด ผับ/ยับ,H353350,swab แล้วนำขึ้นเครื่องเพื่อทำการ turn down เลยไม่ต้องรอ ( เนื่องจากมีการเปลี่ยนสูตร solvent ใหม่ครับ ),2026-06-24 08:26:05,2026-07-24 08:35:00
19,RTD1905221727,,RTD,Centering cannot adjustment,aum,Teat,2022-05-19 17:27:39,2022-05-29 09:00:00
19,PAP161905221607,M05102,PAP16,dfgt,aum,test,2022-05-19 16:07:25,2022-05-20 04:00:00
25,PAP122507230834,M01103,PAP12,bladder,aum,test,2023-07-25 08:34:38,2023-07-25 08:40:00
25,PAP122507230834,M01103,PAP12,bladder broken,aum,test,2023-07-25 08:34:07,2023-07-25 08:40:00
12,PAP201307230141,M01103,PAP20,Trun up บล็อคลม ด้านAR,H353350,Time high pressure เพิ่มอีก 15 sec.,2023-07-13 01:41:19,2023-07-13 02:00:00
9,BNS140908230820,M08201,BNS14,ยิง Carcass เข้าแล้วแดง,H353350,totalpatial carcass แล้วยิงเข้าไปใหม่,2023-08-09 08:20:36,2023-08-09 08:30:00
11,PAP161109252338,M18201,PAP16,B/D Trun Up ยับ ด้านAR,h351821,Trun แล้วพับยับ รอง Elatlastic แล้วหายแต่ทาง TBM ไม่ยอม จึงเปลี่ยน B/D  แล้วหายไม่กี่เส้นก็เป็นอีก,2025-09-11 23:38:32,2025-09-12 03:00:00
16,TCSM121609221843,M01103,TCSM12,ใบน้ำหนักลงไม่ได้,็H353350,Turn off pc แล้ว on ใหม่ครับ,2022-09-16 18:43:49,2022-09-16 19:00:00
16,TCSM121609221848,M01103,TCSM12,ใบน้ำหนักลงไม่ได้,H353350,Turn off pc แล้ว on ใหม่ครับ,2022-09-16 18:48:23,2022-09-16 19:00:00
30,BNS143010220743,M08201,BNS14,ใบน้ำหนักลงไม่ได้,H353350,Turn off pc แล้ว on ใหม่ครับ,2022-10-30 07:43:47,2022-10-30 08:00:00
12,TCSM171202261549,M18801,TCSM17,ยาง Off  centering,H353350,unload carcass เส้นที่ off ลงและลองเบ่งเส้นใหม่ไม่ off ครับ,2026-02-12 15:49:08,2026-02-12 16:09:00
4,BNS160404231623,M08401,BNS16,follow TBL2,H353350,Unload ชิ้นงานออกและยิงเข้า TBL2 ใหม่ครับ,2023-04-04 16:23:12,2023-04-04 17:05:00
8,BNS140804230717,M15501,BNS14,"FYT ชิ้นงานไม่ขึ้น GJ3,BDR",H353350,Unload ชิ้นงานออกและยิงเข้า TBL2 ใหม่ครับ,2023-04-08 07:17:16,2023-04-08 07:25:00
22,B72203250718,,B7,Bead ตีไม่ติด,H353362,เกลียว cylender finger คลายตัว ทำการประกอบใหม่,2025-03-22 07:18:49,2025-03-22 09:00:00
27,B32702231440,,B3,Drumไม่หุบ,H353362,เกลียวต่อแกน shaft drum ที่ซ่อมมาคลายตัว ใส่กาว ล็อคเกลียวเพื่อให้สร้าก่อน,2023-02-27 14:40:05,2023-02-27 17:30:00
22,BNS202206251921,M16006,BNS20,Drum MTG ชํารุด,H353362,"เกลียวทองเหลือง Screw Drum ชำรุด   ด้าน R  
ทำการเปลียน drum ให้ใหม่
เวลาเริ่ม 16.30-18.00 
Oprator เปิด BMA ย้อนหลัง",2025-06-22 19:21:11,2025-06-22 20:00:00
27,RZB42705231955,M13105,RZB4,ตุส ไม่ติด,H353350,เกิดจากน้ำยา dissolution จึงให้ operator เปลี่ยน น้ำยา dissolution ใหม่ครับ,2023-05-27 19:55:38,2023-05-27 20:30:00
4,BNS210504240013,M08201,BNS21,BDR ออกมาไม่ถึงจุด Start Point,้353794,เข้า follow กับ s4,2024-04-05 00:13:28,2024-04-04 13:00:00
23,PAP112307250754,M01103,PAP11,Push B/D  ด้าน R รั่ว,H353362,"เข้าเปลี่ยน 11 โมง
 เปลี่ยน push b/d  ด้าน R
และ  b/d  turn up ด้าน R",2025-07-23 07:54:59,2025-07-23 11:30:00
14,BNS201407251426,M16006,BNS20,B/D MTG รั่ว,h354217,เข้าเปลี่ยน bladder MTG ตอน15.00-15.30 ติดงานเปลี่ยนsize,2025-07-14 14:26:22,2025-07-14 15:30:00
27,PAP192708241824,M10001,PAP19,B/D extension รั่ว,h354217,เข้าเปลี่ยน13.00 ถึง19.00 เปลี่ยนB/D Extension ด้านAR,2024-08-27 18:24:19,2024-08-27 19:00:00
11,PAP161108251922,M21401,PAP16,B/Dรั่วด้าน AR,h354217,เข้าเปลี่ยน19.40//เปลี่ยนbladder trun up ด้านAR 2ลูก เนื่องจากเปลี่ยนลูกแรก แล้วจุกขาด//และเลี่ยนbladder trun upด้านR ด้วย จุกขาดตอนกอ ออก,2025-08-11 19:22:08,2025-08-11 21:00:00
16,PAP21B1711250401,M18201,PAP21B,Bladder lake R,h354217,เข้าเปลี่ยนbladder 03.45-04.20/เบอbladderเก่า05418,2025-11-17 04:01:30,2025-11-17 04:18:00
16,BNS201711250036,M13105,BNS20,BLADDERรั่ว,h354217,เข้าเปลี่ยนBladder MTG 00.15-00.50 //เบอ19050,2025-11-17 00:36:36,2025-11-17 00:50:00
10,BNS201102260103,M13105,BNS20,Blad derแตก,h354217,เข้าเปลี่ยนbladder MTG ตอน00.30-01.00 Oparaterเปิดงานให้ตอน ตี1,2026-02-11 01:03:00,2026-02-11 01:07:00
16,PAP131711250139,M05102,PAP13,Blader ด้าน R เสียรูป,h354217,เข้าเปลี่ยนbladder trun up 01.50-02.20 //เบอbladder เก่า154328,2025-11-17 01:39:11,2025-11-17 02:20:00
20,PAP182002261833,M21201,PAP18,B/Dเสียรูปทรงด้านR,h354217,เข้าเปลี่ยนbladder trun up 18.00-18.30,2026-02-20 18:33:18,2026-02-20 18:32:00
27,PAP162703251645,M15601,PAP16,B/Dรั่วด้าน R,h354217,เข้าเปลี่ยนbladder trun up 18.17-18.40 เนื่องจากประชุมทีม setter ประจำเดือน,2025-03-27 16:45:12,2025-03-27 18:40:00
8,PAP21B0809241417,M08201,PAP21B,Bladder เสียรูป,h354217,เข้าเปลี่ยนBladder trun up เสียรูป ตอน15.00-16.20 เพราะติดงานเปลี่ยนbladder MTG bns19,2024-09-08 14:17:20,2024-09-08 16:20:00
1,PAP160107250828,M08401,PAP16,B/Dรั่วด้าน AR,h354217,เข้าเปลี่ยนbladder trun up ด้านAR 09.00-09.45,2025-07-01 08:28:29,2025-07-01 09:45:00
20,PAP122008250805,M01103,PAP12,Bladder ด้าน AR เสียรูป,h354217,เข้าเปลี่ยนbladder trun up ด้านAR09.50-10.25,2025-08-20 08:05:37,2025-08-20 10:25:00
19,PAP141912250853,M08201,PAP14,"B/D ด้าน R รั่ว, ผิดรูป",้h354217,เข้าเปลี่ยนbladder trun up ด้านR ตอน08.30-09.05,2025-12-19 08:53:13,2025-12-19 09:05:00
19,PAP191907251809,M19001,PAP19,B/D ด้าน R เสียรูป,้h354217,เข้าเปลี่ยนbladder trun up ด้านRตอน16.55-17.29  o/p เปิดงานช้า,2025-07-19 18:09:21,2025-07-19 17:30:00
22,PAP21B2203251536,M08401,PAP21B,B/D รั่วด้าน R,h354217,เข้าเปลี่ยนBladder trun up ตอน16.26-17.00 ติดเปลี่ยนSize Tcsm17,2025-03-22 15:36:44,2025-03-22 17:00:00
15,PAP201501251300,M21202,PAP20,Bladder ด้าน R เสียรูป,h354217,เข้าเปลี่ยนbladder trun upเสียรูปด้านR 10.30-11.10,2025-01-15 13:00:51,2025-01-15 11:10:00
7,PAP21A0811250017,M18201,PAP21A,B/D ด้าน AR รั่ว,h354217,เข้าเปลี่ยนbladder trun upตอน00.30-01.10,2025-11-08 00:17:42,2025-11-08 01:10:00
26,PAP172605262151,M18801,PAP17,Development หลัง trnn upติดลบ9mm QO แจ้งchanger Drum,h354217,เข้าเปลี่ยนDrm ตอน20.20-21.45,2026-05-26 21:51:27,2026-05-26 21:40:00
21,PAP192111251203,M20101,PAP19,ใบมีดตัดGI ไม่ขาด ด้านR,h354217,เข้าเปลี่ยนใบมีดGI ตอน13.00-13.15,2025-11-21 12:03:10,2025-11-21 13:15:00
19,PAP181912251052,M18801,PAP18,B/D Turn-Up R Size เสียรูป,h354217,เข้าเปลี่ยนตอน bladder trun up ด้านR10.25-11.07,2025-12-19 10:52:28,2025-12-19 11:07:00
24,PAP192402241650,M20101,PAP19,B/D ด้าน AR เสียรูป,h354217,เข้าเปลี่ยนตอน17.15 เปลี่ยนBladder turn up ใหม่ ด้านAR,2024-02-24 16:50:32,2024-02-24 17:50:00
29,RZB12906230936,M12302,RZB1,ตุ๊สบล็อคลม,H353350,เข้าไไปดูและให้ follow เส้นต่อเส้นจนจบกะ A ไม่เป็น ( ไม่ได้ปรับอะไร ) ครับ,2023-06-29 09:36:33,2023-06-29 15:00:00
24,PAP122406241140,M01103,PAP12,ใบมีด Gi ตัดไม่ขาด,h354217,เข้าไซ่อมตอน09.40 ถึง11.55 ทำการถอดชุดใบมีดออกม่เปลี่ยนตัวใหม่เนื่องจาก ฝืด ทำให้ไม่มีแรงกด,2024-06-24 11:40:01,2024-06-24 11:55:00
9,BNS180903230939,M19001,BNS18,step รีดปีกbdr fe มีลมทั้ง2ข้างรอบเส้น,H353350,เข้าไป follow 2 เส้นไม่พความผิดปกติ (ไม่ได้ปรับ parameter ) ครับ,2023-03-09 09:39:25,2023-03-09 10:35:00
6,PAP110701260249,M01103,PAP11,Turn Block ลม,H353350,เข้าไป follow up ให้วาง elastic ตามตำแหน่ง laser ที่กำหนดให้ไม่มีบล็อกลมครับ,2026-01-07 02:49:45,2026-01-07 03:00:00
26,BNS192707230306,M10001,BNS19,Rolldown ไม่สุด รีดไม่ถึงปลาย BDR,H353350,เข้าไป Follow up ไม่ได้ปรับอะไรครับดูแล้วรีดสุดครับแต่น่าจะ swab ไว้านเกินไปเลยไม่ติด ( ผมลอง swab เองเส้นที่เข้าไป Follow ก็รีดสุดรับ ) จึงแนะนำวิะีการให้ Operator แทนการปรับครับ,2023-07-27 03:06:22,2023-07-27 03:15:00
19,PAP141904240726,M08201,PAP14,Trun Up Block ลม,H353350,เข้าไป follow โดยที่ไม่ได้แก้ไขอะไร ( ไม่บล้อก ) ครับ,2024-04-19 07:26:08,2024-04-19 08:00:00
8,BNS190807260926,M19001,BNS19,ATS ไม่ปล่อย,h351821,เข้าไปเช็คแล้ว เปิดงานให้ Sec*4,2026-07-08 09:26:48,2026-07-08 10:00:00
13,BNS201303262332,M19501,BNS20,Drum ไม่Move,H355773,เข้าไปเอายางออก เช็คคีย์Drumทั้ง2ข้าง พบด้านในหัก ทองเหลืองเป็นรอย + เปลี่ยนDrum MTG ให้ใหม่,2026-03-13 23:32:39,2026-03-14 01:35:00
2,RZB10208241502,M42203,RZB1,ตุ๊สบล๊อกลมด้านAR,H353350,เข้าไปดูวิธีการของ operator เกิดจากการ swab ไม่ถึงจึงได้ทำการ swab ให้ดูครับ,2024-08-02 15:02:19,2024-08-02 16:00:00
12,TCSM111210220750,M01103,TCSM11,Development GCS -4,H355773,เข้าตรวจสอบ O/P วัดใหม่ -2 mm,2022-10-12 07:50:38,2022-10-12 08:30:00
2,PAP180204240910,M13105,PAP18,Step Trun Up ลึกเกิน,H353794,เข้าทำการ follow กับทีม setter และ secter 4,2024-04-02 09:10:32,2024-04-02 15:00:00
4,PAP200404240914,M19001,PAP20,ค่า NC Tern Up 123 ด้านR  ค่าใกล้หลุด L1  แต่อยุ่ในค่าอยู่  แจ้งเพื่อทราบ,H353794,เข้าทำการ follow ปรับถาด NC,2024-04-04 09:14:35,2024-04-04 10:00:00
